id,name,type,mode,octave,inversion,split
12633,E-7-ionian-1,scale,ionian,7,1,test
12634,E-7-ionian-2,scale,ionian,7,2,train
12635,E-7-ionian-3,scale,ionian,7,3,train
12636,E-7-ionian-4,scale,ionian,7,4,train
12637,E-7-ionian-5,scale,ionian,7,5,train
12638,E-7-ionian-6,scale,ionian,7,6,train
12639,Eb-1-ionian-0,scale,ionian,1,0,train
12640,Eb-1-ionian-1,scale,ionian,1,1,train
12641,Eb-1-ionian-2,scale,ionian,1,2,train
12642,Eb-1-ionian-3,scale,ionian,1,3,train
12643,Eb-1-ionian-4,scale,ionian,1,4,train
12644,Eb-1-ionian-5,scale,ionian,1,5,train
12645,Eb-1-ionian-6,scale,ionian,1,6,train
12646,Eb-2-ionian-0,scale,ionian,2,0,train
12647,Eb-2-ionian-1,scale,ionian,2,1,train
12648,Eb-2-ionian-2,scale,ionian,2,2,train
12649,Eb-2-ionian-3,scale,ionian,2,3,train
12650,Eb-2-ionian-4,scale,ionian,2,4,train
12651,Eb-2-ionian-5,scale,ionian,2,5,train
12652,Eb-2-ionian-6,scale,ionian,2,6,validation
12653,Eb-3-ionian-0,scale,ionian,3,0,train
12654,Eb-3-ionian-1,scale,ionian,3,1,validation
12655,Eb-3-ionian-2,scale,ionian,3,2,train
12656,Eb-3-ionian-3,scale,ionian,3,3,validation
12657,Eb-3-ionian-4,scale,ionian,3,4,train
12658,Eb-3-ionian-5,scale,ionian,3,5,train
12659,Eb-3-ionian-6,scale,ionian,3,6,train
12660,Eb-4-ionian-0,scale,ionian,4,0,train
12661,Eb-4-ionian-1,scale,ionian,4,1,validation
12662,Eb-4-ionian-2,scale,ionian,4,2,train
12663,Eb-4-ionian-3,scale,ionian,4,3,train
12664,Eb-4-ionian-4,scale,ionian,4,4,train
12665,Eb-4-ionian-5,scale,ionian,4,5,train
12666,Eb-4-ionian-6,scale,ionian,4,6,train
12667,Eb-5-ionian-0,scale,ionian,5,0,train
12668,Eb-5-ionian-1,scale,ionian,5,1,train
12669,Eb-5-ionian-2,scale,ionian,5,2,validation
12670,Eb-5-ionian-3,scale,ionian,5,3,train
12671,Eb-5-ionian-4,scale,ionian,5,4,test
12672,Eb-5-ionian-5,scale,ionian,5,5,validation
12673,Eb-5-ionian-6,scale,ionian,5,6,train
12674,Eb-6-ionian-0,scale,ionian,6,0,train
12675,Eb-6-ionian-1,scale,ionian,6,1,train
12676,Eb-6-ionian-2,scale,ionian,6,2,train
12677,Eb-6-ionian-3,scale,ionian,6,3,test
12678,Eb-6-ionian-4,scale,ionian,6,4,validation
12679,Eb-6-ionian-5,scale,ionian,6,5,validation
12680,Eb-6-ionian-6,scale,ionian,6,6,train
12681,Eb-7-ionian-0,scale,ionian,7,0,train
12682,Eb-7-ionian-1,scale,ionian,7,1,train
12683,Eb-7-ionian-2,scale,ionian,7,2,train
12684,Eb-7-ionian-3,scale,ionian,7,3,train
12685,Eb-7-ionian-4,scale,ionian,7,4,train
12686,Eb-7-ionian-5,scale,ionian,7,5,train
12687,Eb-7-ionian-6,scale,ionian,7,6,validation
12688,F#-1-ionian-0,scale,ionian,1,0,train
12689,F#-1-ionian-1,scale,ionian,1,1,train
12690,F#-1-ionian-2,scale,ionian,1,2,validation
12691,F#-1-ionian-3,scale,ionian,1,3,train
12692,F#-1-ionian-4,scale,ionian,1,4,train
12693,F#-1-ionian-5,scale,ionian,1,5,train
12694,F#-1-ionian-6,scale,ionian,1,6,train
12695,F#-2-ionian-0,scale,ionian,2,0,train
12696,F#-2-ionian-1,scale,ionian,2,1,train
12697,F#-2-ionian-2,scale,ionian,2,2,train
12698,F#-2-ionian-3,scale,ionian,2,3,train
12699,F#-2-ionian-4,scale,ionian,2,4,train
12700,F#-2-ionian-5,scale,ionian,2,5,test
12701,F#-2-ionian-6,scale,ionian,2,6,train
12702,F#-3-ionian-0,scale,ionian,3,0,train
12703,F#-3-ionian-1,scale,ionian,3,1,train
12704,F#-3-ionian-2,scale,ionian,3,2,train
12705,F#-3-ionian-3,scale,ionian,3,3,train
12706,F#-3-ionian-4,scale,ionian,3,4,train
12707,F#-3-ionian-5,scale,ionian,3,5,train
12708,F#-3-ionian-6,scale,ionian,3,6,train
12709,F#-4-ionian-0,scale,ionian,4,0,train
12710,F#-4-ionian-1,scale,ionian,4,1,train
12711,F#-4-ionian-2,scale,ionian,4,2,train
12712,F#-4-ionian-3,scale,ionian,4,3,test
12713,F#-4-ionian-4,scale,ionian,4,4,train
12714,F#-4-ionian-5,scale,ionian,4,5,train
12715,F#-4-ionian-6,scale,ionian,4,6,test
12716,F#-5-ionian-0,scale,ionian,5,0,train
12717,F#-5-ionian-1,scale,ionian,5,1,test
12718,F#-5-ionian-2,scale,ionian,5,2,train
12719,F#-5-ionian-3,scale,ionian,5,3,train
12720,F#-5-ionian-4,scale,ionian,5,4,train
12721,F#-5-ionian-5,scale,ionian,5,5,train
12722,F#-5-ionian-6,scale,ionian,5,6,test
12723,F#-6-ionian-0,scale,ionian,6,0,train
12724,F#-6-ionian-1,scale,ionian,6,1,train
12725,F#-6-ionian-2,scale,ionian,6,2,train
12726,F#-6-ionian-3,scale,ionian,6,3,train
12727,F#-6-ionian-4,scale,ionian,6,4,train
12728,F#-6-ionian-5,scale,ionian,6,5,train
12729,F#-6-ionian-6,scale,ionian,6,6,test
12730,F#-7-ionian-0,scale,ionian,7,0,train
12731,F#-7-ionian-1,scale,ionian,7,1,train
12732,F#-7-ionian-2,scale,ionian,7,2,train
12733,F#-7-ionian-3,scale,ionian,7,3,test
12734,F#-7-ionian-4,scale,ionian,7,4,train
12735,F#-7-ionian-5,scale,ionian,7,5,train
12736,F#-7-ionian-6,scale,ionian,7,6,train
12737,F-1-ionian-0,scale,ionian,1,0,train
12738,F-1-ionian-1,scale,ionian,1,1,train
12739,F-1-ionian-2,scale,ionian,1,2,train
12740,F-1-ionian-3,scale,ionian,1,3,train
12741,F-1-ionian-4,scale,ionian,1,4,train
12742,F-1-ionian-5,scale,ionian,1,5,train
12743,F-1-ionian-6,scale,ionian,1,6,train
12744,F-2-ionian-0,scale,ionian,2,0,train
12745,F-2-ionian-1,scale,ionian,2,1,train
12746,F-2-ionian-2,scale,ionian,2,2,test
12747,F-2-ionian-3,scale,ionian,2,3,train
12748,F-2-ionian-4,scale,ionian,2,4,train
12749,F-2-ionian-5,scale,ionian,2,5,train
12750,F-2-ionian-6,scale,ionian,2,6,train
12751,F-3-ionian-0,scale,ionian,3,0,train
12752,F-3-ionian-1,scale,ionian,3,1,train
12753,F-3-ionian-2,scale,ionian,3,2,train
12754,F-3-ionian-3,scale,ionian,3,3,train
12755,F-3-ionian-4,scale,ionian,3,4,train
12756,F-3-ionian-5,scale,ionian,3,5,train
12757,F-3-ionian-6,scale,ionian,3,6,train
12758,F-4-ionian-0,scale,ionian,4,0,train
12759,F-4-ionian-1,scale,ionian,4,1,train
12760,F-4-ionian-2,scale,ionian,4,2,train
12761,F-4-ionian-3,scale,ionian,4,3,train
12762,F-4-ionian-4,scale,ionian,4,4,train
12763,F-4-ionian-5,scale,ionian,4,5,train
12764,F-4-ionian-6,scale,ionian,4,6,train
12765,F-5-ionian-0,scale,ionian,5,0,train
12766,F-5-ionian-1,scale,ionian,5,1,train
12767,F-5-ionian-2,scale,ionian,5,2,test
12768,F-5-ionian-3,scale,ionian,5,3,train
12769,F-5-ionian-4,scale,ionian,5,4,train
12770,F-5-ionian-5,scale,ionian,5,5,train
12771,F-5-ionian-6,scale,ionian,5,6,train
12772,F-6-ionian-0,scale,ionian,6,0,validation
12773,F-6-ionian-1,scale,ionian,6,1,train
12774,F-6-ionian-2,scale,ionian,6,2,train
12775,F-6-ionian-3,scale,ionian,6,3,train
12776,F-6-ionian-4,scale,ionian,6,4,train
12777,F-6-ionian-5,scale,ionian,6,5,test
12778,F-6-ionian-6,scale,ionian,6,6,test
12779,F-7-ionian-0,scale,ionian,7,0,train
12780,F-7-ionian-1,scale,ionian,7,1,train
12781,F-7-ionian-2,scale,ionian,7,2,train
12782,F-7-ionian-3,scale,ionian,7,3,train
12783,F-7-ionian-4,scale,ionian,7,4,train
12784,F-7-ionian-5,scale,ionian,7,5,validation
12785,F-7-ionian-6,scale,ionian,7,6,train
12786,G-1-ionian-0,scale,ionian,1,0,train
12787,G-1-ionian-1,scale,ionian,1,1,train
12788,G-1-ionian-2,scale,ionian,1,2,train
12789,G-1-ionian-3,scale,ionian,1,3,validation
12790,G-1-ionian-4,scale,ionian,1,4,train
12791,G-1-ionian-5,scale,ionian,1,5,train
12792,G-1-ionian-6,scale,ionian,1,6,validation
12793,G-2-ionian-0,scale,ionian,2,0,validation
12794,G-2-ionian-1,scale,ionian,2,1,train
12795,G-2-ionian-2,scale,ionian,2,2,train
12796,G-2-ionian-3,scale,ionian,2,3,train
12797,G-2-ionian-4,scale,ionian,2,4,train
12798,G-2-ionian-5,scale,ionian,2,5,train
12799,G-2-ionian-6,scale,ionian,2,6,train
12800,G-3-ionian-0,scale,ionian,3,0,train
12801,G-3-ionian-1,scale,ionian,3,1,train
12802,G-3-ionian-2,scale,ionian,3,2,train
12803,G-3-ionian-3,scale,ionian,3,3,train
12804,G-3-ionian-4,scale,ionian,3,4,validation
12805,G-3-ionian-5,scale,ionian,3,5,validation
12806,G-3-ionian-6,scale,ionian,3,6,test
12807,G-4-ionian-0,scale,ionian,4,0,train
12808,G-4-ionian-1,scale,ionian,4,1,test
12809,G-4-ionian-2,scale,ionian,4,2,train
12810,G-4-ionian-3,scale,ionian,4,3,train
12811,G-4-ionian-4,scale,ionian,4,4,train
12812,G-4-ionian-5,scale,ionian,4,5,train
12813,G-4-ionian-6,scale,ionian,4,6,train
12814,G-5-ionian-0,scale,ionian,5,0,train
12815,G-5-ionian-1,scale,ionian,5,1,train
12816,G-5-ionian-2,scale,ionian,5,2,test
12817,G-5-ionian-3,scale,ionian,5,3,train
12818,G-5-ionian-4,scale,ionian,5,4,train
12819,G-5-ionian-5,scale,ionian,5,5,train
12820,G-5-ionian-6,scale,ionian,5,6,train
12821,G-6-ionian-0,scale,ionian,6,0,train
12822,G-6-ionian-1,scale,ionian,6,1,train
12823,G-6-ionian-2,scale,ionian,6,2,train
12824,G-6-ionian-3,scale,ionian,6,3,train
12825,G-6-ionian-4,scale,ionian,6,4,train
12826,G-6-ionian-5,scale,ionian,6,5,train
12827,G-6-ionian-6,scale,ionian,6,6,train
12828,G-7-ionian-0,scale,ionian,7,0,train
12829,G-7-ionian-1,scale,ionian,7,1,test
12830,G-7-ionian-2,scale,ionian,7,2,train
12831,G-7-ionian-3,scale,ionian,7,3,train
12832,G-7-ionian-4,scale,ionian,7,4,test
12833,G-7-ionian-5,scale,ionian,7,5,train
12834,G-7-ionian-6,scale,ionian,7,6,train
12835,A-1-locrian-0,scale,locrian,1,0,train
12836,A-1-locrian-1,scale,locrian,1,1,train
12837,A-1-locrian-2,scale,locrian,1,2,train
12838,A-1-locrian-3,scale,locrian,1,3,train
12839,A-1-locrian-4,scale,locrian,1,4,train
12840,A-1-locrian-5,scale,locrian,1,5,train
12841,A-1-locrian-6,scale,locrian,1,6,train
12842,A-2-locrian-0,scale,locrian,2,0,train
12843,A-2-locrian-1,scale,locrian,2,1,train
12844,A-2-locrian-2,scale,locrian,2,2,train
12845,A-2-locrian-3,scale,locrian,2,3,train
12846,A-2-locrian-4,scale,locrian,2,4,test
12847,A-2-locrian-5,scale,locrian,2,5,train
12848,A-2-locrian-6,scale,locrian,2,6,test
12849,A-3-locrian-0,scale,locrian,3,0,train
12850,A-3-locrian-1,scale,locrian,3,1,train
12851,A-3-locrian-2,scale,locrian,3,2,train
12852,A-3-locrian-3,scale,locrian,3,3,train
12853,A-3-locrian-4,scale,locrian,3,4,train
12854,A-3-locrian-5,scale,locrian,3,5,train
12855,A-3-locrian-6,scale,locrian,3,6,validation
12856,A-4-locrian-0,scale,locrian,4,0,train
12857,A-4-locrian-1,scale,locrian,4,1,train
12858,A-4-locrian-2,scale,locrian,4,2,train
12859,A-4-locrian-3,scale,locrian,4,3,train
12860,A-4-locrian-4,scale,locrian,4,4,train
12861,A-4-locrian-5,scale,locrian,4,5,train
12862,A-4-locrian-6,scale,locrian,4,6,train
12863,A-5-locrian-0,scale,locrian,5,0,train
12864,A-5-locrian-1,scale,locrian,5,1,train
12865,A-5-locrian-2,scale,locrian,5,2,train
12866,A-5-locrian-3,scale,locrian,5,3,train
12867,A-5-locrian-4,scale,locrian,5,4,test
12868,A-5-locrian-5,scale,locrian,5,5,train
12869,A-5-locrian-6,scale,locrian,5,6,train
12870,A-6-locrian-0,scale,locrian,6,0,train
12871,A-6-locrian-1,scale,locrian,6,1,validation
12872,A-6-locrian-2,scale,locrian,6,2,train
12873,A-6-locrian-3,scale,locrian,6,3,train
12874,A-6-locrian-4,scale,locrian,6,4,train
12875,A-6-locrian-5,scale,locrian,6,5,validation
12876,A-6-locrian-6,scale,locrian,6,6,validation
12877,A-7-locrian-0,scale,locrian,7,0,train
12878,A-7-locrian-1,scale,locrian,7,1,train
12879,A-7-locrian-2,scale,locrian,7,2,validation
12880,A-7-locrian-3,scale,locrian,7,3,train
12881,A-7-locrian-4,scale,locrian,7,4,test
12882,A-7-locrian-5,scale,locrian,7,5,train
12883,A-7-locrian-6,scale,locrian,7,6,validation
12884,Ab-1-locrian-0,scale,locrian,1,0,train
12885,Ab-1-locrian-1,scale,locrian,1,1,train
12886,Ab-1-locrian-2,scale,locrian,1,2,validation
12887,Ab-1-locrian-3,scale,locrian,1,3,train
12888,Ab-1-locrian-4,scale,locrian,1,4,train
12889,Ab-1-locrian-5,scale,locrian,1,5,train
12890,Ab-1-locrian-6,scale,locrian,1,6,train
12891,Ab-2-locrian-0,scale,locrian,2,0,train
12892,Ab-2-locrian-1,scale,locrian,2,1,train
12893,Ab-2-locrian-2,scale,locrian,2,2,train
12894,Ab-2-locrian-3,scale,locrian,2,3,train
12895,Ab-2-locrian-4,scale,locrian,2,4,train
12896,Ab-2-locrian-5,scale,locrian,2,5,train
12897,Ab-2-locrian-6,scale,locrian,2,6,train
12898,Ab-3-locrian-0,scale,locrian,3,0,train
12899,Ab-3-locrian-1,scale,locrian,3,1,validation
12900,Ab-3-locrian-2,scale,locrian,3,2,train
12901,Ab-3-locrian-3,scale,locrian,3,3,train
12902,Ab-3-locrian-4,scale,locrian,3,4,test
12903,Ab-3-locrian-5,scale,locrian,3,5,train
12904,Ab-3-locrian-6,scale,locrian,3,6,train
12905,Ab-4-locrian-0,scale,locrian,4,0,train
12906,Ab-4-locrian-1,scale,locrian,4,1,train
12907,Ab-4-locrian-2,scale,locrian,4,2,validation
12908,Ab-4-locrian-3,scale,locrian,4,3,validation
12909,Ab-4-locrian-4,scale,locrian,4,4,train
12910,Ab-4-locrian-5,scale,locrian,4,5,train
12911,Ab-4-locrian-6,scale,locrian,4,6,train
12912,Ab-5-locrian-0,scale,locrian,5,0,validation
12913,Ab-5-locrian-1,scale,locrian,5,1,train
12914,Ab-5-locrian-2,scale,locrian,5,2,train
12915,Ab-5-locrian-3,scale,locrian,5,3,train
12916,Ab-5-locrian-4,scale,locrian,5,4,test
12917,Ab-5-locrian-5,scale,locrian,5,5,train
12918,Ab-5-locrian-6,scale,locrian,5,6,train
12919,Ab-6-locrian-0,scale,locrian,6,0,train
12920,Ab-6-locrian-1,scale,locrian,6,1,test
12921,Ab-6-locrian-2,scale,locrian,6,2,train
12922,Ab-6-locrian-3,scale,locrian,6,3,train
12923,Ab-6-locrian-4,scale,locrian,6,4,train
12924,Ab-6-locrian-5,scale,locrian,6,5,train
12925,Ab-6-locrian-6,scale,locrian,6,6,train
12926,Ab-7-locrian-0,scale,locrian,7,0,train
12927,Ab-7-locrian-1,scale,locrian,7,1,train
12928,Ab-7-locrian-2,scale,locrian,7,2,train
12929,Ab-7-locrian-3,scale,locrian,7,3,train
12930,Ab-7-locrian-4,scale,locrian,7,4,train
12931,Ab-7-locrian-5,scale,locrian,7,5,train
12932,Ab-7-locrian-6,scale,locrian,7,6,train
12933,B-1-locrian-0,scale,locrian,1,0,train
12934,B-1-locrian-1,scale,locrian,1,1,train
12935,B-1-locrian-2,scale,locrian,1,2,train
12936,B-1-locrian-3,scale,locrian,1,3,test
12937,B-1-locrian-4,scale,locrian,1,4,train
12938,B-1-locrian-5,scale,locrian,1,5,train
12939,B-1-locrian-6,scale,locrian,1,6,train
12940,B-2-locrian-0,scale,locrian,2,0,validation
12941,B-2-locrian-1,scale,locrian,2,1,train
12942,B-2-locrian-2,scale,locrian,2,2,train
12943,B-2-locrian-3,scale,locrian,2,3,test
12944,B-2-locrian-4,scale,locrian,2,4,train
12945,B-2-locrian-5,scale,locrian,2,5,train
12946,B-2-locrian-6,scale,locrian,2,6,train
12947,B-3-locrian-0,scale,locrian,3,0,train
12948,B-3-locrian-1,scale,locrian,3,1,train
12949,B-3-locrian-2,scale,locrian,3,2,train
12950,B-3-locrian-3,scale,locrian,3,3,train
12951,B-3-locrian-4,scale,locrian,3,4,train
12952,B-3-locrian-5,scale,locrian,3,5,train
12953,B-3-locrian-6,scale,locrian,3,6,train
12954,B-4-locrian-0,scale,locrian,4,0,train
12955,B-4-locrian-1,scale,locrian,4,1,train
12956,B-4-locrian-2,scale,locrian,4,2,train
12957,B-4-locrian-3,scale,locrian,4,3,train
12958,B-4-locrian-4,scale,locrian,4,4,train
12959,B-4-locrian-5,scale,locrian,4,5,train
12960,B-4-locrian-6,scale,locrian,4,6,train
12961,B-5-locrian-0,scale,locrian,5,0,train
12962,B-5-locrian-1,scale,locrian,5,1,train
12963,B-5-locrian-2,scale,locrian,5,2,train
12964,B-5-locrian-3,scale,locrian,5,3,train
12965,B-5-locrian-4,scale,locrian,5,4,train
12966,B-5-locrian-5,scale,locrian,5,5,train
12967,B-5-locrian-6,scale,locrian,5,6,train
12968,B-6-locrian-0,scale,locrian,6,0,train
12969,B-6-locrian-1,scale,locrian,6,1,train
12970,B-6-locrian-2,scale,locrian,6,2,train
12971,B-6-locrian-3,scale,locrian,6,3,train
12972,B-6-locrian-4,scale,locrian,6,4,train
12973,B-6-locrian-5,scale,locrian,6,5,test
12974,B-6-locrian-6,scale,locrian,6,6,train
12975,B-7-locrian-0,scale,locrian,7,0,validation
12976,B-7-locrian-1,scale,locrian,7,1,train
12977,B-7-locrian-2,scale,locrian,7,2,train
12978,B-7-locrian-3,scale,locrian,7,3,train
12979,B-7-locrian-4,scale,locrian,7,4,train
12980,B-7-locrian-5,scale,locrian,7,5,train
12981,B-7-locrian-6,scale,locrian,7,6,train
12982,Bb-1-locrian-0,scale,locrian,1,0,train
12983,Bb-1-locrian-1,scale,locrian,1,1,train
12984,Bb-1-locrian-2,scale,locrian,1,2,test
12985,Bb-1-locrian-3,scale,locrian,1,3,train
12986,Bb-1-locrian-4,scale,locrian,1,4,train
12987,Bb-1-locrian-5,scale,locrian,1,5,train
12988,Bb-1-locrian-6,scale,locrian,1,6,validation
12989,Bb-2-locrian-0,scale,locrian,2,0,train
12990,Bb-2-locrian-1,scale,locrian,2,1,test
12991,Bb-2-locrian-2,scale,locrian,2,2,validation
12992,Bb-2-locrian-3,scale,locrian,2,3,train
12993,Bb-2-locrian-4,scale,locrian,2,4,train
12994,Bb-2-locrian-5,scale,locrian,2,5,train
12995,Bb-2-locrian-6,scale,locrian,2,6,validation
12996,Bb-3-locrian-0,scale,locrian,3,0,train
12997,Bb-3-locrian-1,scale,locrian,3,1,train
12998,Bb-3-locrian-2,scale,locrian,3,2,train
12999,Bb-3-locrian-3,scale,locrian,3,3,train
13000,Bb-3-locrian-4,scale,locrian,3,4,train
13001,Bb-3-locrian-5,scale,locrian,3,5,train
13002,Bb-3-locrian-6,scale,locrian,3,6,train
13003,Bb-4-locrian-0,scale,locrian,4,0,train
13004,Bb-4-locrian-1,scale,locrian,4,1,train
13005,Bb-4-locrian-2,scale,locrian,4,2,train
13006,Bb-4-locrian-3,scale,locrian,4,3,train
13007,Bb-4-locrian-4,scale,locrian,4,4,train
13008,Bb-4-locrian-5,scale,locrian,4,5,train
13009,Bb-4-locrian-6,scale,locrian,4,6,test
13010,Bb-5-locrian-0,scale,locrian,5,0,train
13011,Bb-5-locrian-1,scale,locrian,5,1,train
13012,Bb-5-locrian-2,scale,locrian,5,2,test
13013,Bb-5-locrian-3,scale,locrian,5,3,train
13014,Bb-5-locrian-4,scale,locrian,5,4,train
13015,Bb-5-locrian-5,scale,locrian,5,5,train
13016,Bb-5-locrian-6,scale,locrian,5,6,validation
13017,Bb-6-locrian-0,scale,locrian,6,0,train
13018,Bb-6-locrian-1,scale,locrian,6,1,train
13019,Bb-6-locrian-2,scale,locrian,6,2,train
13020,Bb-6-locrian-3,scale,locrian,6,3,train
13021,Bb-6-locrian-4,scale,locrian,6,4,test
13022,Bb-6-locrian-5,scale,locrian,6,5,train
13023,Bb-6-locrian-6,scale,locrian,6,6,train
13024,Bb-7-locrian-0,scale,locrian,7,0,train
13025,Bb-7-locrian-1,scale,locrian,7,1,test
13026,Bb-7-locrian-2,scale,locrian,7,2,train
13027,Bb-7-locrian-3,scale,locrian,7,3,train
13028,Bb-7-locrian-4,scale,locrian,7,4,train
13029,Bb-7-locrian-5,scale,locrian,7,5,train
13030,Bb-7-locrian-6,scale,locrian,7,6,train
13031,C#-1-locrian-0,scale,locrian,1,0,train
13032,C#-1-locrian-1,scale,locrian,1,1,train
13033,C#-1-locrian-2,scale,locrian,1,2,validation
13034,C#-1-locrian-3,scale,locrian,1,3,train
13035,C#-1-locrian-4,scale,locrian,1,4,train
13036,C#-1-locrian-5,scale,locrian,1,5,train
13037,C#-1-locrian-6,scale,locrian,1,6,test
13038,C#-2-locrian-0,scale,locrian,2,0,train
13039,C#-2-locrian-1,scale,locrian,2,1,test
13040,C#-2-locrian-2,scale,locrian,2,2,train
13041,C#-2-locrian-3,scale,locrian,2,3,test
13042,C#-2-locrian-4,scale,locrian,2,4,test
13043,C#-2-locrian-5,scale,locrian,2,5,train
13044,C#-2-locrian-6,scale,locrian,2,6,validation
13045,C#-3-locrian-0,scale,locrian,3,0,train
13046,C#-3-locrian-1,scale,locrian,3,1,train
13047,C#-3-locrian-2,scale,locrian,3,2,train
13048,C#-3-locrian-3,scale,locrian,3,3,validation
13049,C#-3-locrian-4,scale,locrian,3,4,train
13050,C#-3-locrian-5,scale,locrian,3,5,train
13051,C#-3-locrian-6,scale,locrian,3,6,train
13052,C#-4-locrian-0,scale,locrian,4,0,train
13053,C#-4-locrian-1,scale,locrian,4,1,train
13054,C#-4-locrian-2,scale,locrian,4,2,train
13055,C#-4-locrian-3,scale,locrian,4,3,train
13056,C#-4-locrian-4,scale,locrian,4,4,train
13057,C#-4-locrian-5,scale,locrian,4,5,train
13058,C#-4-locrian-6,scale,locrian,4,6,train
13059,C#-5-locrian-0,scale,locrian,5,0,train
13060,C#-5-locrian-1,scale,locrian,5,1,train
13061,C#-5-locrian-2,scale,locrian,5,2,train
13062,C#-5-locrian-3,scale,locrian,5,3,validation
13063,C#-5-locrian-4,scale,locrian,5,4,validation
13064,C#-5-locrian-5,scale,locrian,5,5,test
13065,C#-5-locrian-6,scale,locrian,5,6,train
13066,C#-6-locrian-0,scale,locrian,6,0,train
13067,C#-6-locrian-1,scale,locrian,6,1,train
13068,C#-6-locrian-2,scale,locrian,6,2,train
13069,C#-6-locrian-3,scale,locrian,6,3,train
13070,C#-6-locrian-4,scale,locrian,6,4,test
13071,C#-6-locrian-5,scale,locrian,6,5,test
13072,C#-6-locrian-6,scale,locrian,6,6,validation
13073,C#-7-locrian-0,scale,locrian,7,0,train
13074,C#-7-locrian-1,scale,locrian,7,1,validation
13075,C#-7-locrian-2,scale,locrian,7,2,train
13076,C#-7-locrian-3,scale,locrian,7,3,train
13077,C#-7-locrian-4,scale,locrian,7,4,validation
13078,C#-7-locrian-5,scale,locrian,7,5,train
13079,C#-7-locrian-6,scale,locrian,7,6,train
13080,C-1-locrian-0,scale,locrian,1,0,train
13081,C-1-locrian-1,scale,locrian,1,1,train
13082,C-1-locrian-2,scale,locrian,1,2,train
13083,C-1-locrian-3,scale,locrian,1,3,test
13084,C-1-locrian-4,scale,locrian,1,4,train
13085,C-1-locrian-5,scale,locrian,1,5,train
13086,C-1-locrian-6,scale,locrian,1,6,train
13087,C-2-locrian-0,scale,locrian,2,0,train
13088,C-2-locrian-1,scale,locrian,2,1,train
13089,C-2-locrian-2,scale,locrian,2,2,train
13090,C-2-locrian-3,scale,locrian,2,3,train
13091,C-2-locrian-4,scale,locrian,2,4,train
13092,C-2-locrian-5,scale,locrian,2,5,train
13093,C-2-locrian-6,scale,locrian,2,6,train
13094,C-3-locrian-0,scale,locrian,3,0,train
13095,C-3-locrian-1,scale,locrian,3,1,train
13096,C-3-locrian-2,scale,locrian,3,2,train
13097,C-3-locrian-3,scale,locrian,3,3,validation
13098,C-3-locrian-4,scale,locrian,3,4,train
13099,C-3-locrian-5,scale,locrian,3,5,train
13100,C-3-locrian-6,scale,locrian,3,6,train
13101,C-4-locrian-0,scale,locrian,4,0,train
13102,C-4-locrian-1,scale,locrian,4,1,train
13103,C-4-locrian-2,scale,locrian,4,2,train
13104,C-4-locrian-3,scale,locrian,4,3,train
13105,C-4-locrian-4,scale,locrian,4,4,test
13106,C-4-locrian-5,scale,locrian,4,5,validation
13107,C-4-locrian-6,scale,locrian,4,6,train
13108,C-5-locrian-0,scale,locrian,5,0,train
13109,C-5-locrian-1,scale,locrian,5,1,train
13110,C-5-locrian-2,scale,locrian,5,2,train
13111,C-5-locrian-3,scale,locrian,5,3,train
13112,C-5-locrian-4,scale,locrian,5,4,train
13113,C-5-locrian-5,scale,locrian,5,5,test
13114,C-5-locrian-6,scale,locrian,5,6,train
13115,C-6-locrian-0,scale,locrian,6,0,train
13116,C-6-locrian-1,scale,locrian,6,1,train
13117,C-6-locrian-2,scale,locrian,6,2,train
13118,C-6-locrian-3,scale,locrian,6,3,train
13119,C-6-locrian-4,scale,locrian,6,4,train
13120,C-6-locrian-5,scale,locrian,6,5,train
13121,C-6-locrian-6,scale,locrian,6,6,train
13122,C-7-locrian-0,scale,locrian,7,0,train
13123,C-7-locrian-1,scale,locrian,7,1,validation
13124,C-7-locrian-2,scale,locrian,7,2,train
13125,C-7-locrian-3,scale,locrian,7,3,train
13126,C-7-locrian-4,scale,locrian,7,4,train
13127,C-7-locrian-5,scale,locrian,7,5,train
13128,C-7-locrian-6,scale,locrian,7,6,train
13129,C-8-locrian-0,scale,locrian,8,0,train
13130,C-8-locrian-1,scale,locrian,8,1,train
13131,C-8-locrian-2,scale,locrian,8,2,train
13132,C-8-locrian-3,scale,locrian,8,3,train
13133,C-8-locrian-4,scale,locrian,8,4,test
13134,C-8-locrian-5,scale,locrian,8,5,train
13135,C-8-locrian-6,scale,locrian,8,6,train
13136,D-1-locrian-0,scale,locrian,1,0,train
13137,D-1-locrian-1,scale,locrian,1,1,train
13138,D-1-locrian-2,scale,locrian,1,2,validation
13139,D-1-locrian-3,scale,locrian,1,3,test
13140,D-1-locrian-4,scale,locrian,1,4,train
13141,D-1-locrian-5,scale,locrian,1,5,train
13142,D-1-locrian-6,scale,locrian,1,6,train
13143,D-2-locrian-0,scale,locrian,2,0,train
13144,D-2-locrian-1,scale,locrian,2,1,train
13145,D-2-locrian-2,scale,locrian,2,2,train
13146,D-2-locrian-3,scale,locrian,2,3,train
13147,D-2-locrian-4,scale,locrian,2,4,test
13148,D-2-locrian-5,scale,locrian,2,5,train
13149,D-2-locrian-6,scale,locrian,2,6,test
13150,D-3-locrian-0,scale,locrian,3,0,test
13151,D-3-locrian-1,scale,locrian,3,1,train
13152,D-3-locrian-2,scale,locrian,3,2,train
